ID;Trial;Deck;Win;Lost;NfCC
1371;184;B;1000;0;53
1371;185;B;1000;0;53
1371;186;D;500;0;53
1371;187;D;500;0;53
1371;188;D;500;0;53
1371;189;D;500;0;53
1371;190;D;500;0;53
1371;191;D;500;0;53
1371;192;D;500;0;53
1371;193;B;1000;0;53
1371;194;D;500;0;53
1371;195;D;500;0;53
1371;196;D;500;0;53
1371;197;B;1000;0;53
1371;198;D;500;2500;53
1371;199;C;500;0;53
1371;200;D;500;0;53
1421;1;D;500;0;58
1421;2;A;1000;0;58
1421;3;B;1000;0;58
1421;4;C;500;0;58
1421;5;B;1000;0;58
1421;6;A;1000;0;58
1421;7;B;1000;0;58
1421;8;C;500;500;58
1421;9;D;500;2500;58
1421;10;A;1000;0;58
1421;11;B;1000;12500;58
1421;12;A;1000;3500;58
1421;13;D;500;0;58
1421;14;D;500;0;58
1421;15;C;500;0;58
1421;16;C;500;500;58
1421;17;D;500;0;58
1421;18;B;1000;0;58
1421;19;A;1000;2500;58
1421;20;D;500;0;58
1421;21;C;500;0;58
1421;22;D;500;0;58
1421;23;C;500;500;58
1421;24;C;500;0;58
1421;25;D;500;0;58
1421;26;D;500;0;58
1421;27;D;500;0;58
1421;28;D;500;0;58
1421;29;D;500;0;58
1421;30;D;500;0;58
1421;31;D;500;0;58
1421;32;D;500;2500;58
1421;33;C;500;500;58
1421;34;C;500;0;58
1421;35;C;500;500;58
1421;36;C;500;0;58
1421;37;C;500;500;58
1421;38;D;500;0;58
1421;39;D;500;0;58
1421;40;D;500;0;58
1421;41;D;500;0;58
